,time,TopTrafficLights,BottomTrafficLights,rightTrafficlights,1to2Ped,4to3Ped,2to3Ped,1to4Ped
2174,2766.3,green,green,red,red,red,green,green
2175,2766.4,green,green,red,red,red,green,green
2176,2766.5,green,green,red,red,red,green,green
2177,2766.6,green,green,red,red,red,green,green
2178,2766.7,green,green,red,red,red,green,green
2179,2766.8,green,green,red,red,red,green,green
2180,2766.9,green,green,red,red,red,green,green
2181,2767,green,green,red,red,red,green,green
2182,2767.1,green,green,red,red,red,green,green
2183,2767.2,green,green,red,red,red,green,green
2184,2767.3,green,green,red,red,red,green,green
2185,2767.4,green,green,red,red,red,green,green
2186,2767.5,green,green,red,red,red,green,green
2187,2767.6,green,green,red,red,red,green,green
2188,2767.7,green,green,red,red,red,green,green
2189,2767.8,green,green,red,red,red,green,green
2190,2767.9,green,green,red,red,red,green,green
2191,2768,green,green,red,red,red,green,green
2192,2768.1,green,green,red,red,red,green,green
2193,2768.2,green,green,red,red,red,green,green
2194,2768.3,green,green,red,red,red,green,green
2195,2768.4,green,green,red,red,red,green,green
2196,2768.5,green,green,red,red,red,green,green
2197,2768.6,green,green,red,red,red,green,green
2198,2768.7,green,green,red,red,red,green,green
2199,2768.8,green,green,red,red,red,green,green
2200,2768.9,green,green,red,red,red,green,green
2201,2769,green,green,red,red,red,green,green
2202,2769.1,green,green,red,red,red,green,green
2203,2769.2,green,green,red,red,red,green,green
2204,2769.3,green,green,red,red,red,green,green
2205,2769.4,green,green,red,red,red,green,green
2206,2769.5,green,green,red,red,red,green,green
2207,2769.6,green,green,red,red,red,green,green
2208,2769.7,green,green,red,red,red,green,green
2209,2769.8,green,green,red,red,red,green,green
2210,2769.9,green,green,red,red,red,green,green
2211,2770,green,green,red,red,red,green,green
2212,2770.1,green,green,red,red,red,green,green
2213,2770.2,green,green,red,red,red,green,green
2214,2770.3,green,green,red,red,red,green,green
2215,2770.4,green,green,red,red,red,green,green
2216,2770.5,green,green,red,red,red,green,green
2217,2770.6,green,green,red,red,red,green,green
2218,2770.7,green,green,red,red,red,green,green
2219,2770.8,green,green,red,red,red,green,green
2220,2770.9,green,green,red,red,red,green,green
2221,2771,green,green,red,red,red,green,green
2222,2771.1,green,green,red,red,red,green,green
2223,2771.2,green,green,red,red,red,green,green
2224,2771.3,green,green,red,red,red,green,green
2225,2771.4,green,green,red,red,red,green,green
2226,2771.5,green,green,red,red,red,green,green
2227,2771.6,green,green,red,red,red,green,green
2228,2771.7,green,green,red,red,red,green,green
2229,2771.8,green,green,red,red,red,green,green
2230,2771.9,green,green,red,red,red,green,green
2231,2772,green,green,red,red,red,green,green
2232,2772.1,green,green,red,red,red,green,green
2233,2772.2,green,green,red,red,red,green,green
2234,2772.3,green,green,red,red,red,green,green
2235,2772.4,green,green,red,red,red,green,green
2236,2772.5,green,green,red,red,red,green,green
2237,2772.6,green,green,red,red,red,green,green
2238,2772.7,green,green,red,red,red,green,green
2239,2772.8,green,green,red,red,red,green,green
2240,2772.9,green,green,red,red,red,green,green
2241,2773,green,green,red,red,red,green,green
2242,2773.1,green,green,red,red,red,green,green
2243,2773.2,green,green,red,red,red,green,green
2244,2773.3,green,green,red,red,red,green,green
2245,2773.4,green,green,red,red,red,green,green
2246,2773.5,green,green,red,red,red,green,green
2247,2773.6,green,green,red,red,red,green,green
2248,2773.7,green,green,red,red,red,green,green
2249,2773.8,green,green,red,red,red,green,green
2250,2773.9,green,green,red,red,red,green,green
2251,2774,green,green,red,red,red,green,green
2252,2774.1,green,green,red,red,red,green,green
2253,2774.2,green,green,red,red,red,green,green
2254,2774.3,green,green,red,red,red,green,green
2255,2774.4,green,green,red,red,red,green,green
2256,2774.5,green,green,red,red,red,green,green
2257,2774.6,green,green,red,red,red,green,green
2258,2774.7,green,green,red,red,red,green,green
2259,2774.8,green,green,red,red,red,green,green
2260,2774.9,green,green,red,red,red,green,green
2261,2775,green,green,red,red,red,green,green
2262,2775.1,green,green,red,red,red,green,green
2263,2775.2,green,green,red,red,red,green,green
2264,2775.3,green,green,red,red,red,green,green
2265,2775.4,green,green,red,red,red,green,green
2266,2775.5,green,green,red,red,red,green,green
2267,2775.6,green,green,red,red,red,green,green
2268,2775.7,green,green,red,red,red,green,green
2269,2775.8,green,green,red,red,red,green,green
2270,2775.9,green,green,red,red,red,green,green
2271,2776,green,green,red,red,red,green,green
2272,2776.1,green,green,red,red,red,green,green
2273,2776.2,green,green,red,red,red,green,green
2274,2776.3,green,green,red,red,red,green,green
2275,2776.4,green,green,red,red,red,green,green
2276,2776.5,green,green,red,red,red,green,green
2277,2776.6,green,green,red,red,red,green,green
2278,2776.7,green,green,red,red,red,green,green
2279,2776.8,green,green,red,red,red,green,green
2280,2776.9,green,green,red,red,red,green,green
2281,2777,green,green,red,red,red,green,green
2282,2777.1,green,green,red,red,red,green,green
2283,2777.2,green,green,red,red,red,green,green
2284,2777.3,green,green,red,red,red,green,green
2285,2777.4,green,green,red,red,red,green,green
2286,2777.5,green,green,red,red,red,green,green
2287,2777.6,green,green,red,red,red,green,green
2288,2777.7,green,green,red,red,red,green,green
2289,2777.8,green,green,red,red,red,green,green
2290,2777.9,green,green,red,red,red,green,green
2291,2778,green,green,red,red,red,green,green
2292,2778.1,green,green,red,red,red,green,green
2293,2778.2,green,green,red,red,red,green,green
2294,2778.3,green,green,red,red,red,green,green
2295,2778.4,green,green,red,red,red,green,green
2296,2778.5,green,green,red,red,red,green,green
2297,2778.6,green,green,red,red,red,green,green
2298,2778.7,green,green,red,red,red,green,green
2299,2778.8,green,green,red,red,red,green,green
2300,2778.9,green,green,red,red,red,green,green
2301,2779,green,green,red,red,red,green,green
2302,2779.1,green,green,red,red,red,green,green
2303,2779.2,green,green,red,red,red,green,green
2304,2779.3,green,green,red,red,red,green,green
2305,2779.4,green,green,red,red,red,green,green
2306,2779.5,green,green,red,red,red,green,green
2307,2779.6,green,green,red,red,red,green,green
2308,2779.7,green,green,red,red,red,green,green
2309,2779.8,green,green,red,red,red,green,green
2310,2779.9,green,green,red,red,red,green,green
2311,2780,green,green,red,red,red,green,green
2312,2780.1,green,green,red,red,red,green,green
2313,2780.2,green,green,red,red,red,green,green
2314,2780.3,green,green,red,red,red,green,green
2315,2780.4,green,green,red,red,red,green,green
2316,2780.5,green,green,red,red,red,green,green
2317,2780.6,green,green,red,red,red,green,green
2318,2780.7,green,green,red,red,red,green,green
2319,2780.8,green,green,red,red,red,green,green
2320,2780.9,green,green,red,red,red,green,green
2321,2781,green,green,red,red,red,green,green
2322,2781.1,green,green,red,red,red,green,green
2323,2781.2,green,green,red,red,red,green,green
2324,2781.3,green,green,red,red,red,green,green
2325,2781.4,green,green,red,red,red,green,green
2326,2781.5,green,green,red,red,red,green,green
2327,2781.6,green,green,red,red,red,green,green
2328,2781.7,green,green,red,red,red,green,green
2329,2781.8,green,green,red,red,red,green,green
2330,2781.9,green,green,red,red,red,green,green
2331,2782,green,green,red,red,red,green,green
2332,2782.1,green,green,red,red,red,green,green
2333,2782.2,green,green,red,red,red,green,green
2334,2782.3,green,green,red,red,red,green,green
2335,2782.4,green,green,red,red,red,green,green
2336,2782.5,green,green,red,red,red,green,green
2337,2782.6,green,green,red,red,red,green,green
2338,2782.7,green,green,red,red,red,green,green
2339,2782.8,green,green,red,red,red,green,green
2340,2782.9,green,green,red,red,red,green,green
2341,2783,green,green,red,red,red,green,green
2342,2783.1,green,green,red,red,red,green,green
2343,2783.2,green,green,red,red,red,green,green
2344,2783.3,green,green,red,red,red,green,green
2345,2783.4,green,green,red,red,red,green,green
2346,2783.5,green,green,red,red,red,green,green
2347,2783.6,green,green,red,red,red,green,green
2348,2783.7,green,green,red,red,red,green,green
2349,2783.8,green,green,red,red,red,green,green
2350,2783.9,green,green,red,red,red,green,green
2351,2784,green,green,red,red,red,green,green
2352,2784.1,green,green,red,red,red,green,green
2353,2784.2,green,green,red,red,red,green,green
2354,2784.3,green,green,red,red,red,green,green
2355,2784.4,green,green,red,red,red,green,green
2356,2784.5,green,green,red,red,red,green,green
2357,2784.6,green,green,red,red,red,green,green
2358,2784.7,green,green,red,red,red,green,green
2359,2784.8,green,green,red,red,red,green,green
2360,2784.9,green,green,red,red,red,green,green
2361,2785,green,green,red,red,red,green,green
2362,2785.1,green,green,red,red,red,green,green
2363,2785.2,green,green,red,red,red,green,green
2364,2785.3,green,green,red,red,red,green,green
2365,2785.4,green,green,red,red,red,green,green
2366,2785.5,green,green,red,red,red,green,green
2367,2785.6,green,green,red,red,red,green,green
2368,2785.7,green,green,red,red,red,green,green
2369,2785.8,green,green,red,red,red,green,green
2370,2785.9,green,green,red,red,red,green,green
2371,2786,green,green,red,red,red,green,green
2372,2786.1,green,green,red,red,red,green,green
2373,2786.2,green,green,red,red,red,green,green
2374,2786.3,green,green,red,red,red,green,green
2375,2786.4,green,green,red,red,red,green,green
2376,2786.5,green,green,red,red,red,green,green
2377,2786.6,green,green,red,red,red,green,green
2378,2786.7,green,green,red,red,red,green,green
2379,2786.8,green,green,red,red,red,green,green
2380,2786.9,green,green,red,red,red,green,green
2381,2787,green,green,red,red,red,green,green
2382,2787.1,green,green,red,red,red,green,green
2383,2787.2,green,green,red,red,red,green,green
2384,2787.3,green,green,red,red,red,green,green
2385,2787.4,green,green,red,red,red,green,green
2386,2787.5,green,green,red,red,red,green,green
2387,2787.6,green,green,red,red,red,green,green
2388,2787.7,green,green,red,red,red,green,green
2389,2787.8,green,green,red,red,red,green,green
2390,2787.9,green,green,red,red,red,green,green
2391,2788,green,green,red,red,red,green,green
2392,2788.1,green,green,red,red,red,green,green
2393,2788.2,green,green,red,red,red,green,green
2394,2788.3,green,green,red,red,red,green,green
2395,2788.4,green,green,red,red,red,green,green
2396,2788.5,green,green,red,red,red,green,green
2397,2788.6,green,green,red,red,red,green,green
2398,2788.7,green,green,red,red,red,green,green
2399,2788.8,green,green,red,red,red,green,green
2400,2788.9,green,green,red,red,red,green,green
2401,2789,green,green,red,red,red,green,green
2402,2789.1,green,green,red,red,red,green,green
2403,2789.2,green,green,red,red,red,green,green
2404,2789.3,green,green,red,red,red,green,green
2405,2789.4,green,green,red,red,red,green,green
2406,2789.5,green,green,red,red,red,green,green
2407,2789.6,green,green,red,red,red,green,green
2408,2789.7,green,green,red,red,red,green,green
2409,2789.8,green,green,red,red,red,green,green
2410,2789.9,green,green,red,red,red,green,green
2411,2790,green,green,red,red,red,green,green
2412,2790.1,green,green,red,red,red,green,green
2413,2790.2,red,red,green,green,green,red,red
2414,2790.3,red,red,green,green,green,red,red
2415,2790.4,red,red,green,green,green,red,red
2416,2790.5,red,red,green,green,green,red,red
2417,2790.6,red,red,green,green,green,red,red
2418,2790.7,red,red,green,green,green,red,red
2419,2790.8,red,red,green,green,green,red,red
2420,2790.9,red,red,green,green,green,red,red
2421,2791,red,red,green,green,green,red,red
2422,2791.1,red,red,green,green,green,red,red
2423,2791.2,red,red,green,green,green,red,red
2424,2791.3,red,red,green,green,green,red,red
2425,2791.4,red,red,green,green,green,red,red
2426,2791.5,red,red,green,green,green,red,red
2427,2791.6,red,red,green,green,green,red,red
2428,2791.7,red,red,green,green,green,red,red
2429,2791.8,red,red,green,green,green,red,red
2430,2791.9,red,red,green,green,green,red,red
2431,2792,red,red,green,green,green,red,red
2432,2792.1,red,red,green,green,green,red,red
2433,2792.2,red,red,green,green,green,red,red
2434,2792.3,red,red,green,green,green,red,red
2435,2792.4,red,red,green,green,green,red,red
2436,2792.5,red,red,green,green,green,red,red
2437,2792.6,red,red,green,green,green,red,red
2438,2792.7,red,red,green,green,green,red,red
2439,2792.8,red,red,green,green,green,red,red
2440,2792.9,red,red,green,green,green,red,red
2441,2793,red,red,green,green,green,red,red
2442,2793.1,red,red,green,green,green,red,red
2443,2793.2,red,red,green,green,green,red,red
2444,2793.3,red,red,green,green,green,red,red
2445,2793.4,red,red,green,green,green,red,red
2446,2793.5,red,red,green,green,green,red,red
2447,2793.6,red,red,green,green,green,red,red
2448,2793.7,red,red,green,green,green,red,red
2449,2793.8,red,red,green,green,green,red,red
2450,2793.9,red,red,green,green,green,red,red
2451,2794,red,red,green,green,green,red,red
2452,2794.1,red,red,green,green,green,red,red
2453,2794.2,red,red,green,green,green,red,red
2454,2794.3,red,red,green,green,green,red,red
2455,2794.4,red,red,green,green,green,red,red
2456,2794.5,red,red,green,green,green,red,red
2457,2794.6,red,red,green,green,green,red,red
2458,2794.7,red,red,green,green,green,red,red
2459,2794.8,red,red,green,green,green,red,red
2460,2794.9,red,red,green,green,green,red,red
2461,2795,red,red,green,green,green,red,red
2462,2795.1,red,red,green,green,green,red,red
2463,2795.2,red,red,green,green,green,red,red
2464,2795.3,red,red,green,green,green,red,red
2465,2795.4,red,red,green,green,green,red,red
2466,2795.5,red,red,green,green,green,red,red
2467,2795.6,red,red,green,green,green,red,red
2468,2795.7,red,red,green,green,green,red,red
2469,2795.8,green,green,red,red,red,green,green
2470,2795.9,green,green,red,red,red,green,green
2471,2796,green,green,red,red,red,green,green
2472,2796.1,green,green,red,red,red,green,green
2473,2796.2,green,green,red,red,red,green,green
2474,2796.3,green,green,red,red,red,green,green
2475,2796.4,green,green,red,red,red,green,green
2476,2796.5,green,green,red,red,red,green,green
2477,2796.6,green,green,red,red,red,green,green
2478,2796.7,green,green,red,red,red,green,green
2479,2796.8,green,green,red,red,red,green,green
2480,2796.9,green,green,red,red,red,green,green
2481,2797,green,green,red,red,red,green,green
2482,2797.1,green,green,red,red,red,green,green
2483,2797.2,green,green,red,red,red,green,green
2484,2797.3,green,green,red,red,red,green,green
2485,2797.4,green,green,red,red,red,green,green
2486,2797.5,green,green,red,red,red,green,green
2487,2797.6,green,green,red,red,red,green,green
